sent_id,sentence,entity
217,"November 12 : Soviet general secretary Joseph Stalin becomes dictator of the Soviet Union .
",Soviet
217,"November 12 : Soviet general secretary Joseph Stalin becomes dictator of the Soviet Union .
",the Soviet Union
221,"July 24 : The Kellogg–Briand Pact is signed in Paris.
September 1 : King Zog I is crowned in Albania.
September 3 : Accidental rediscovery of penicillin by Alexander Fleming .
November 14 : Afghan Civil War (1928–1929) begins.
November 18 : Steamboat Willie , is the first appearance of Mickey Mouse .",Albania
221,"July 24 : The Kellogg–Briand Pact is signed in Paris.
September 1 : King Zog I is crowned in Albania.
September 3 : Accidental rediscovery of penicillin by Alexander Fleming .
November 14 : Afghan Civil War (1928–1929) begins.
November 18 : Steamboat Willie , is the first appearance of Mickey Mouse .",Paris
223,"December 29 : The Warlord Era ends in China.
",China
225,"Malta becomes a British Dominion .
",Malta
225,"Malta becomes a British Dominion .
",British
226,"Chinese famine of 1928–1930 begins.
",Chinese
230,"February 11 : Pope Pius XI signs the Lateran Treaty with Italian leader Benito Mussolini , after which the Vatican City is recognised as a sovereign state.
",Italian
230,"February 11 : Pope Pius XI signs the Lateran Treaty with Italian leader Benito Mussolini , after which the Vatican City is recognised as a sovereign state.
",the Vatican City
231,"February 14 : Saint Valentine's Day Massacre , the murder of seven members and associates of Chicago's North Side Gang .
",Chicago
231,"February 14 : Saint Valentine's Day Massacre , the murder of seven members and associates of Chicago's North Side Gang .
",North Side Gang
232,"March 4 : Herbert Hoover is inaugurated as President of the United States.
",the United States
233,"May 16 : The first Academy Awards are presented.
June 5 : Ramsay MacDonald becomes Prime Minister of the United Kingdom.
October 24 – 29 : Wall Street Crash of 1929 and the beginning of the Great Depression .
",the United Kingdom
234,"First people sent to the gulag in the Soviet Union as Stalin assumes effective control.
",the Soviet Union
236,"March 12 : Salt March by Mohandas Gandhi and the official start of civil disobedience in British India .
",India
236,"March 12 : Salt March by Mohandas Gandhi and the official start of civil disobedience in British India .
",British
237,"April 2 : Haile Selassie becomes Emperor of Abyssinia .
",Abyssinia
239,"May 27 : Construction of Chrysler Building completed.
August 4 : King Kullen , widely regarded as the first supermarket, opens in Queens , New York City.
September 14 :",New York City
239,"May 27 : Construction of Chrysler Building completed.
August 4 : King Kullen , widely regarded as the first supermarket, opens in Queens , New York City.
September 14 :",Queens
242,"First Round Table Conference between India and Great Britain, which goes until January 1931.
",Great Britain
242,"First Round Table Conference between India and Great Britain, which goes until January 1931.
",India
243,"November 3 : The Vargas Era begins in Brazil.
",Brazil
244,"Soviet famine of 1930–1933 and Holodomor begin.
",Soviet
246,"March 3 : "" The Star-Spangled Banner "" is adopted as the United States 's national anthem .
",the United States 's
249,"Floods in China kill up to 2.5 million people.
September : Japan invades Manchuria , part of the chain of events leading to the start of World War II.
October 5 : Clyde Pangborn and Hugh Herndon Jr. complete the first non-stop flight across the Pacific Ocean in their plane, Miss Veedol , in 41½ hours.
November 7 : The Chinese Soviet Republic is proclaimed by Mao Zedong .
",Japan
249,"Floods in China kill up to 2.5 million people.
September : Japan invades Manchuria , part of the chain of events leading to the start of World War II.
October 5 : Clyde Pangborn and Hugh Herndon Jr. complete the first non-stop flight across the Pacific Ocean in their plane, Miss Veedol , in 41½ hours.
November 7 : The Chinese Soviet Republic is proclaimed by Mao Zedong .
",the Pacific Ocean
249,"Floods in China kill up to 2.5 million people.
September : Japan invades Manchuria , part of the chain of events leading to the start of World War II.
October 5 : Clyde Pangborn and Hugh Herndon Jr. complete the first non-stop flight across the Pacific Ocean in their plane, Miss Veedol , in 41½ hours.
November 7 : The Chinese Soviet Republic is proclaimed by Mao Zedong .
",China
249,"Floods in China kill up to 2.5 million people.
September : Japan invades Manchuria , part of the chain of events leading to the start of World War II.
October 5 : Clyde Pangborn and Hugh Herndon Jr. complete the first non-stop flight across the Pacific Ocean in their plane, Miss Veedol , in 41½ hours.
November 7 : The Chinese Soviet Republic is proclaimed by Mao Zedong .
",Manchuria
249,"Floods in China kill up to 2.5 million people.
September : Japan invades Manchuria , part of the chain of events leading to the start of World War II.
October 5 : Clyde Pangborn and Hugh Herndon Jr. complete the first non-stop flight across the Pacific Ocean in their plane, Miss Veedol , in 41½ hours.
November 7 : The Chinese Soviet Republic is proclaimed by Mao Zedong .
",Soviet Republic
251,"Independence of South Africa .
",South Africa
255,"1932
March 1 : Lindbergh kidnapping .
",Lindbergh
256,"March 9 : Éamon de Valera becomes President of the Executive Council (prime minister) of the Irish Free State .
June 4 : Military coup in Chile .
",Chile
257,"June 24 : Siamese Revolution establishes a constitutional monarchy .
September 9 : The Chaco War between Bolivia and Paraguay begins.
",Bolivia
258,November – December : Failed Emu War in Australia.,Australia
260,"Failed Emu War in Australia.
",Australia
264,"The Nazi party becomes the largest single party in the German parliament.
",German
264,"The Nazi party becomes the largest single party in the German parliament.
",Nazi
266,"Adolf Hitler becomes Chancellor of Germany .
",Germany
267,"March 4 : Franklin D. Roosevelt is inaugurated as President of the United States
March 27 : Japan announces it will leave the League of Nations .
",Japan
267,"March 4 : Franklin D. Roosevelt is inaugurated as President of the United States
March 27 : Japan announces it will leave the League of Nations .
",the United States
268,"October 14 : Germany announces its withdrawal from the League of Nations and the World Disarmament Conference, after the U.S., the U.K. and France deny its request to increase its defense armaments under the Versailles Treaty.
",U.K.
268,"October 14 : Germany announces its withdrawal from the League of Nations and the World Disarmament Conference, after the U.S., the U.K. and France deny its request to increase its defense armaments under the Versailles Treaty.
",U.S.
268,"October 14 : Germany announces its withdrawal from the League of Nations and the World Disarmament Conference, after the U.S., the U.K. and France deny its request to increase its defense armaments under the Versailles Treaty.
",Germany
268,"October 14 : Germany announces its withdrawal from the League of Nations and the World Disarmament Conference, after the U.S., the U.K. and France deny its request to increase its defense armaments under the Versailles Treaty.
",France
269,"December 5 : Prohibition in the United States is abolished.
",the United States
270,"New Deal begins in America.
",America
271,"United States occupation of Nicaragua ends.
",United States
271,"United States occupation of Nicaragua ends.
",Nicaragua
273,"May 23 : Bonnie and Clyde are shot to death in a police ambush.
June 30 – July 2 : Adolf Hitler instigates the Night of the Long Knives , which cements his power over both the Nazi Party and Germany.
",Germany
275,"July 25 : Engelbert Dollfuss , Chancellor of Austria, is shot dead as part of a failed Nazi coup d'état .
August 1 : The United States occupation of Haiti ends.
",The United States
275,"July 25 : Engelbert Dollfuss , Chancellor of Austria, is shot dead as part of a failed Nazi coup d'état .
August 1 : The United States occupation of Haiti ends.
",Haiti
275,"July 25 : Engelbert Dollfuss , Chancellor of Austria, is shot dead as part of a failed Nazi coup d'état .
August 1 : The United States occupation of Haiti ends.
",Nazi
275,"July 25 : Engelbert Dollfuss , Chancellor of Austria, is shot dead as part of a failed Nazi coup d'état .
August 1 : The United States occupation of Haiti ends.
",Austria
276,"August 2 : With the death of Paul von Hindenburg , Hitler declares himself Führer of Germany.
",Germany
278,"November : David Toro overthrows the government of Bolivia in a military coup.
",Bolivia
280,"March 21 : Reza Shah of Iran asks the international community to formally adopt the name ""Iran"" to refer to the country, instead of the name ""Persia"".
June 12 : Chaco War ends.
",Iran
280,"March 21 : Reza Shah of Iran asks the international community to formally adopt the name ""Iran"" to refer to the country, instead of the name ""Persia"".
June 12 : Chaco War ends.
",Persia
281,"September 15 : Enactment of the Nuremberg racial laws .
",Nuremberg
283,"It includes events such as the exile of Haile Selassie and the conquest of Abyssinia by Benito Mussolini .
",Abyssinia
284,"1936
January 20 : Edward VIII becomes King of the British Commonwealth and Emperor of India .
",India
285,"May 9 : Italy annexes Ethiopia .
",Italy
285,"May 9 : Italy annexes Ethiopia .
",Ethiopia
287,"September 7 : The last known thylacine dies in Hobart Zoo .
",Hobart Zoo
291,"1936–1939 Arab revolt in Palestine against the British begins to oppose Jewish immigration.
",Jewish
291,"1936–1939 Arab revolt in Palestine against the British begins to oppose Jewish immigration.
",British
291,"1936–1939 Arab revolt in Palestine against the British begins to oppose Jewish immigration.
",Arab
291,"1936–1939 Arab revolt in Palestine against the British begins to oppose Jewish immigration.
",Palestine
293,"1937
May 6 : German zeppelin Hindenburg crashes in Lakehurst, New Jersey , ending the airship era .
",German
293,"1937
May 6 : German zeppelin Hindenburg crashes in Lakehurst, New Jersey , ending the airship era .
",Hindenburg
293,"1937
May 6 : German zeppelin Hindenburg crashes in Lakehurst, New Jersey , ending the airship era .
",New Jersey
293,"1937
May 6 : German zeppelin Hindenburg crashes in Lakehurst, New Jersey , ending the airship era .
",Lakehurst
294,"May 28 : Neville Chamberlain becomes Prime Minister of the United Kingdom.
",the United Kingdom
295,"July 7 : Japanese invasion of China , and the beginning of World War II in the Far East .
",the Far East
295,"July 7 : Japanese invasion of China , and the beginning of World War II in the Far East .
",China
295,"July 7 : Japanese invasion of China , and the beginning of World War II in the Far East .
",Japanese
296,"August 28 : Toyota founded in Japan by Kiichiro Toyoda .
September 21 : J. R. R. Tolkien publishes The Hobbit .
",Japan
302,"1938
March 12 : Anschluss unifies Germany and Austria .
",Germany
302,"1938
March 12 : Anschluss unifies Germany and Austria .
",Austria
303,"April 18 : DC Comics hero Superman has its first appearance.
June 15 : Hungarian newspaper editor László Bíró fills a British patent of the first commercially successful ballpoint pen .",Hungarian
303,"April 18 : DC Comics hero Superman has its first appearance.
June 15 : Hungarian newspaper editor László Bíró fills a British patent of the first commercially successful ballpoint pen .",British
304,"This would popularize the instrument, currently the most widely used for writing, after World War II.
July 6 – 15 : Évian Conference ends with all attendee nations save the Dominican Republic refusing to accept more Jewish refugees from the Third Reich .
September 30 : Munich Agreement hands Czechoslovakia to Nazi Germany.
November 9 – 10 : Kristallnacht , a pogrom of over 90 Jews in Germany.
",Jews
304,"This would popularize the instrument, currently the most widely used for writing, after World War II.
July 6 – 15 : Évian Conference ends with all attendee nations save the Dominican Republic refusing to accept more Jewish refugees from the Third Reich .
September 30 : Munich Agreement hands Czechoslovakia to Nazi Germany.
November 9 – 10 : Kristallnacht , a pogrom of over 90 Jews in Germany.
",Nazi Germany
304,"This would popularize the instrument, currently the most widely used for writing, after World War II.
July 6 – 15 : Évian Conference ends with all attendee nations save the Dominican Republic refusing to accept more Jewish refugees from the Third Reich .
September 30 : Munich Agreement hands Czechoslovakia to Nazi Germany.
November 9 – 10 : Kristallnacht , a pogrom of over 90 Jews in Germany.
",Dominican Republic
304,"This would popularize the instrument, currently the most widely used for writing, after World War II.
July 6 – 15 : Évian Conference ends with all attendee nations save the Dominican Republic refusing to accept more Jewish refugees from the Third Reich .
September 30 : Munich Agreement hands Czechoslovakia to Nazi Germany.
November 9 – 10 : Kristallnacht , a pogrom of over 90 Jews in Germany.
",Jewish
304,"This would popularize the instrument, currently the most widely used for writing, after World War II.
July 6 – 15 : Évian Conference ends with all attendee nations save the Dominican Republic refusing to accept more Jewish refugees from the Third Reich .
September 30 : Munich Agreement hands Czechoslovakia to Nazi Germany.
November 9 – 10 : Kristallnacht , a pogrom of over 90 Jews in Germany.
",Czechoslovakia
304,"This would popularize the instrument, currently the most widely used for writing, after World War II.
July 6 – 15 : Évian Conference ends with all attendee nations save the Dominican Republic refusing to accept more Jewish refugees from the Third Reich .
September 30 : Munich Agreement hands Czechoslovakia to Nazi Germany.
November 9 – 10 : Kristallnacht , a pogrom of over 90 Jews in Germany.
",Germany
309,"April 1 : End of Spanish Civil War ; Francisco Franco becomes dictator of Spain.
",Francisco Franco
309,"April 1 : End of Spanish Civil War ; Francisco Franco becomes dictator of Spain.
",Spain
310,"August 23 : The Molotov–Ribbentrop Pact between Germany and the Soviet Union.
",the Soviet Union
310,"August 23 : The Molotov–Ribbentrop Pact between Germany and the Soviet Union.
",Germany
312,Nazi invasion of Poland triggers World War II in Europe.,Poland
312,Nazi invasion of Poland triggers World War II in Europe.,Nazi
312,Nazi invasion of Poland triggers World War II in Europe.,Europe
313,"Soviet invasion of Poland begins 16 days later.
September 3 : Britain and France declare war on Germany; World War II begins.
September 13 :",Soviet
313,"Soviet invasion of Poland begins 16 days later.
September 3 : Britain and France declare war on Germany; World War II begins.
September 13 :",Britain
313,"Soviet invasion of Poland begins 16 days later.
September 3 : Britain and France declare war on Germany; World War II begins.
September 13 :",Poland
313,"Soviet invasion of Poland begins 16 days later.
September 3 : Britain and France declare war on Germany; World War II begins.
September 13 :",France
313,"Soviet invasion of Poland begins 16 days later.
September 3 : Britain and France declare war on Germany; World War II begins.
September 13 :",Germany
314,"Ferrari founded in Modena , Italy (as Auto Avio Costruzioni) by Enzo Ferrari .
",Italy
314,"Ferrari founded in Modena , Italy (as Auto Avio Costruzioni) by Enzo Ferrari .
",Modena
315,"The Palestinian revolt against the British ends.
1940s
1940
January : Chechen insurgency begins in Soviet Union.
March 13 : The Winter War between Soviet Union and Finland ends with a costly victory for the USSR.
",Palestinian
315,"The Palestinian revolt against the British ends.
1940s
1940
January : Chechen insurgency begins in Soviet Union.
March 13 : The Winter War between Soviet Union and Finland ends with a costly victory for the USSR.
",Chechen
315,"The Palestinian revolt against the British ends.
1940s
1940
January : Chechen insurgency begins in Soviet Union.
March 13 : The Winter War between Soviet Union and Finland ends with a costly victory for the USSR.
",USSR
315,"The Palestinian revolt against the British ends.
1940s
1940
January : Chechen insurgency begins in Soviet Union.
March 13 : The Winter War between Soviet Union and Finland ends with a costly victory for the USSR.
",Soviet Union
315,"The Palestinian revolt against the British ends.
1940s
1940
January : Chechen insurgency begins in Soviet Union.
March 13 : The Winter War between Soviet Union and Finland ends with a costly victory for the USSR.
",British
315,"The Palestinian revolt against the British ends.
1940s
1940
January : Chechen insurgency begins in Soviet Union.
March 13 : The Winter War between Soviet Union and Finland ends with a costly victory for the USSR.
",Finland
316,"April – May : The Katyn massacre of Polish soldiers in USSR and the Soviet occupation of the Baltic states .
",USSR
316,"April – May : The Katyn massacre of Polish soldiers in USSR and the Soviet occupation of the Baltic states .
",Soviet
316,"April – May : The Katyn massacre of Polish soldiers in USSR and the Soviet occupation of the Baltic states .
",Baltic
316,"April – May : The Katyn massacre of Polish soldiers in USSR and the Soviet occupation of the Baltic states .
",Polish
317,"May 10 : Winston Churchill becomes Prime Minister of the United Kingdom .
",the United Kingdom
318,"May 15 : McDonald's founded in San Bernardino, California .
",San Bernardino
318,"May 15 : McDonald's founded in San Bernardino, California .
",California
319,"May – June : Nazis invade Denmark and Norway , followed by Belgium , the Netherlands and France ; their governments (except Denmark) are exiled to the United Kingdom.
",Netherlands
319,"May – June : Nazis invade Denmark and Norway , followed by Belgium , the Netherlands and France ; their governments (except Denmark) are exiled to the United Kingdom.
",France
319,"May – June : Nazis invade Denmark and Norway , followed by Belgium , the Netherlands and France ; their governments (except Denmark) are exiled to the United Kingdom.
",the United Kingdom
319,"May – June : Nazis invade Denmark and Norway , followed by Belgium , the Netherlands and France ; their governments (except Denmark) are exiled to the United Kingdom.
",Belgium
319,"May – June : Nazis invade Denmark and Norway , followed by Belgium , the Netherlands and France ; their governments (except Denmark) are exiled to the United Kingdom.
",Norway
319,"May – June : Nazis invade Denmark and Norway , followed by Belgium , the Netherlands and France ; their governments (except Denmark) are exiled to the United Kingdom.
",Denmark
320,"June : The Soviet Union annexes the Baltic states .
",The Soviet Union
320,"June : The Soviet Union annexes the Baltic states .
",Baltic
321,"July – October : Battle of Britain , the first entirely aerial military campaign, becomes the first significant defeat for the Axis powers.
",Britain
322,"August 20 : Leon Trotsky is assassinated in Mexico.
",Mexico
323,"September 7 : The Blitz , a German bombing campaign against the United Kingdom, begins.
",German
323,"September 7 : The Blitz , a German bombing campaign against the United Kingdom, begins.
",the United Kingdom
325,"1941
June – December : Hitler commences the Nazi invasion of the Soviet Union .
June 25 : Continuation War between Finland and the Soviet Union begins.",the Soviet Union
325,"1941
June – December : Hitler commences the Nazi invasion of the Soviet Union .
June 25 : Continuation War between Finland and the Soviet Union begins.",Finland
325,"1941
June – December : Hitler commences the Nazi invasion of the Soviet Union .
June 25 : Continuation War between Finland and the Soviet Union begins.",Nazi
326,"Siege of Tobruk in North Africa is the first major defeat for Hitler's land forces.
September 8 : Siege of Leningrad begins.
October :",Tobruk
326,"Siege of Tobruk in North Africa is the first major defeat for Hitler's land forces.
September 8 : Siege of Leningrad begins.
October :",North Africa
327,"Operation Reinhard commences the main phase of The Holocaust .
December 7 : The Japanese Attack on Pearl Harbor leads to the USA joining World War II .
",USA
327,"Operation Reinhard commences the main phase of The Holocaust .
December 7 : The Japanese Attack on Pearl Harbor leads to the USA joining World War II .
",Japanese
328,"Mount Rushmore construction ends.
",Mount Rushmore
330,"May 4 – 8 : Battle of the Coral Sea .
",the Coral Sea
335,"Internment of Japanese-American citizens in the US begins.
",US
335,"Internment of Japanese-American citizens in the US begins.
",Japanese-American
337,"Internment of Japanese-American citizens in the US begins.
",US
337,"Internment of Japanese-American citizens in the US begins.
",Japanese-American
340,"The Manhattan Project begins.
",Manhattan
344,"May 15 : American Broadcasting Company (ABC) founded in New York City.
",New York City
345,"July – August : The failed Battle of Kursk becomes the last Nazi offensive on the Eastern Front .
",Nazi
346,"November – December : Tehran Conference between Franklin Roosevelt , Winston Churchill and Joseph Stalin agrees to launch Operation Overlord .
",Tehran
347,"A famine in Bengal kills up to 3 million people.
",Bengal
348,"1944
January 27 : The Siege of Leningrad ends with Soviet victory after over a million deaths.
",Soviet
349,"February – March : Chechen insurgency ends with deportation of the entire Chechen population .
June 1 : First operational electronic computer, Colossus , comes online.
June 6 : D-Day landings in Normandy.
June – August : Soviet forces launch Operation Bagration on the Eastern Front, the biggest defeat in German military history.
July 20 : Adolf Hitler survives the 20 July plot to assassinate him led by Claus von Stauffenberg .
",Chechen
349,"February – March : Chechen insurgency ends with deportation of the entire Chechen population .
June 1 : First operational electronic computer, Colossus , comes online.
June 6 : D-Day landings in Normandy.
June – August : Soviet forces launch Operation Bagration on the Eastern Front, the biggest defeat in German military history.
July 20 : Adolf Hitler survives the 20 July plot to assassinate him led by Claus von Stauffenberg .
",Soviet
349,"February – March : Chechen insurgency ends with deportation of the entire Chechen population .
June 1 : First operational electronic computer, Colossus , comes online.
June 6 : D-Day landings in Normandy.
June – August : Soviet forces launch Operation Bagration on the Eastern Front, the biggest defeat in German military history.
July 20 : Adolf Hitler survives the 20 July plot to assassinate him led by Claus von Stauffenberg .
",German
350,"August 19 – 25 : Liberation of Paris .
",Paris
353,"February 13 – 15 : Allied bombing of Dresden .
",Dresden
355,"February 3 – March 3 : Battle of Manila .
",Manila
357,"April 12 : Death of Franklin D. Roosevelt ; Vice President Harry Truman assumes office as President of the United States.
April –",the United States
358,"May : Battle of Berlin .
",Berlin
359,"April 28 : Execution of Benito Mussolini .
April 30 : The Suicide of Adolf Hitler in Berlin as Nazi Germany collapses.
",Nazi Germany
359,"April 28 : Execution of Benito Mussolini .
April 30 : The Suicide of Adolf Hitler in Berlin as Nazi Germany collapses.
",Berlin
360,May : End of World War II in Europe .,Europe
361,"The Holocaust ends after ~12 million deaths, including 6 million Jews.
",Jews
362,"End of World War II in Europe .
",Europe
363,"The Holocaust ends after ~12 million deaths, including 6 million Jews.
June 26 : United Nations founded ( UN Charter ).
",Jews
364,"July 26 : Clement Attlee becomes Prime Minister of the United Kingdom.
",the United Kingdom
365,"July – August : The Potsdam Conference divides Europe into Western and Soviet blocs.
",Soviet
365,"July – August : The Potsdam Conference divides Europe into Western and Soviet blocs.
",Western
365,"July – August : The Potsdam Conference divides Europe into Western and Soviet blocs.
",Europe
366,"August 6 – 9 : Harry S. Truman orders the atomic bombings of Hiroshima and Nagasaki .
",Nagasaki
366,"August 6 – 9 : Harry S. Truman orders the atomic bombings of Hiroshima and Nagasaki .
",Hiroshima
367,"August 15 : Victory over Japan Day .
",Japan
368,"August 17 : Independence of Indonesia proclaimed beginning the Indonesian National Revolution .
",Indonesia
369,September 2 : End of World War II in Asia with the beginning of the Surrender of Japan .,Asia
371,"End of World War II in Asia with the beginning of the Surrender of Japan .
",Asia
373,"October 8 : The microwave cooking oven is patented, with one of the first prototypes placed at a Boston restaurant for testing.
October 29 : In Brazil, Getúlio Vargas is deposed in a coup.
",Brazil
373,"October 8 : The microwave cooking oven is patented, with one of the first prototypes placed at a Boston restaurant for testing.
October 29 : In Brazil, Getúlio Vargas is deposed in a coup.
",Boston
374,"1946
January : Chinese Civil War resumes between Communist and Nationalist forces.
",Communist
374,"1946
January : Chinese Civil War resumes between Communist and Nationalist forces.
",Nationalist
375,"March 22 : Independence of Jordan .
",Jordan
376,"March 30 : Greek Civil War begins.
June 2 : Italy becomes a republic .
June 9 : Bhumibol Adulyadej becomes King of Thailand .
",Italy
376,"March 30 : Greek Civil War begins.
June 2 : Italy becomes a republic .
June 9 : Bhumibol Adulyadej becomes King of Thailand .
",Thailand
377,"July 4 : The Treaty of Manila declares the Philippines independent.
",Philippines
378,"August 16 : Mustafa Barzani founds the Kurdistan Democratic Party .
September 30 – October 1 : Nuremberg trials end.
",Nuremberg
379,"October 27 : French Fourth Republic established.
",Fourth Republic
381,"First images of the Earth taken from space.
",Earth
382,"1947
March 12 : Harry Truman establishes the Truman Doctrine of containment of Communism.
",Communism
383,"April 15 : Jackie Robinson becomes the first African American baseball player to play modern Major League Baseball .
",African American
386,"Independence of India and Pakistan and beginning of First Indo-Pakistani War .
",Pakistan
386,"Independence of India and Pakistan and beginning of First Indo-Pakistani War .
",India
390,"Hyundai Group founded by Chung Ju-yung in Seoul, South Korea.
",South Korea
390,"Hyundai Group founded by Chung Ju-yung in Seoul, South Korea.
",Seoul
392,"February 4 : Independence of Burma and Ceylon ( Sri Lanka ) from Britain.
April 3 : The Marshall Plan , an American initiative for foreign aid of $13 billion to 16 Western European countries, comes into effect.
",Sri Lanka
392,"February 4 : Independence of Burma and Ceylon ( Sri Lanka ) from Britain.
April 3 : The Marshall Plan , an American initiative for foreign aid of $13 billion to 16 Western European countries, comes into effect.
",Britain
392,"February 4 : Independence of Burma and Ceylon ( Sri Lanka ) from Britain.
April 3 : The Marshall Plan , an American initiative for foreign aid of $13 billion to 16 Western European countries, comes into effect.
",American
392,"February 4 : Independence of Burma and Ceylon ( Sri Lanka ) from Britain.
April 3 : The Marshall Plan , an American initiative for foreign aid of $13 billion to 16 Western European countries, comes into effect.
",Western European
395,"The Soviet Sever-2 expedition become the first party to indisputably set foot on the North Pole .
",Soviet
395,"The Soviet Sever-2 expedition become the first party to indisputably set foot on the North Pole .
",the North Pole
396,"May 14 : United Nations establishes Israeli Independence and the formation of the official State of Israel.
",Israel
397,"May 15 : The Arab–Israeli War begins.
",Arab
400,"September 24 : Honda founded in Hamamatsu , Japan by Soichiro Honda and Takeo Fujisawa .
",Japan
400,"September 24 : Honda founded in Hamamatsu , Japan by Soichiro Honda and Takeo Fujisawa .
",Hamamatsu
402,"Beginning of apartheid in South Africa .
",South Africa
404,"January 5 – 8 : COMECON founded by USSR and the Eastern Bloc .
",USSR
404,"January 5 – 8 : COMECON founded by USSR and the Eastern Bloc .
",the Eastern Bloc
405,"March 10 : The Arab–Israeli War ends.
",Arab
409,"Creation of NATO-backed Federal Republic of Germany ( West Germany ).
",Federal Republic of Germany
409,"Creation of NATO-backed Federal Republic of Germany ( West Germany ).
",West Germany
410,"June 8 : George Orwell publishes Nineteen Eighty-Four .
June 14 : Albert II became the first mammal launched into space
October 1 : Chinese Communist Revolution : Establishment of the People's Republic of China under CCP Chairman Mao Zedong ; The Republic of China relocates to Taiwan .
",Taiwan
410,"June 8 : George Orwell publishes Nineteen Eighty-Four .
June 14 : Albert II became the first mammal launched into space
October 1 : Chinese Communist Revolution : Establishment of the People's Republic of China under CCP Chairman Mao Zedong ; The Republic of China relocates to Taiwan .
",The Republic of China
411,"October 7 : Creation of the socialist German Democratic Republic ( East Germany ).
",German Democratic Republic
411,"October 7 : Creation of the socialist German Democratic Republic ( East Germany ).
",East Germany
413,"Soviet Union tests an atomic bomb .
",Soviet Union
415,"February 15 : Release date of Disney's Cinderella .
June 25 : North Korean invasion of South Korea begins the Korean War .
June – September : The Bodo League Massacre of prisoners during the Korean War.
August – September : North Korean forces capture most of Korea, to the Pusan Perimeter .
",Korea
415,"February 15 : Release date of Disney's Cinderella .
June 25 : North Korean invasion of South Korea begins the Korean War .
June – September : The Bodo League Massacre of prisoners during the Korean War.
August – September : North Korean forces capture most of Korea, to the Pusan Perimeter .
",South Korea
415,"February 15 : Release date of Disney's Cinderella .
June 25 : North Korean invasion of South Korea begins the Korean War .
June – September : The Bodo League Massacre of prisoners during the Korean War.
August – September : North Korean forces capture most of Korea, to the Pusan Perimeter .
",North Korean
415,"February 15 : Release date of Disney's Cinderella .
June 25 : North Korean invasion of South Korea begins the Korean War .
June – September : The Bodo League Massacre of prisoners during the Korean War.
August – September : North Korean forces capture most of Korea, to the Pusan Perimeter .
",the Pusan Perimeter
416,"August 25 : Bertie the Brain , one of the first computer games, is released.
September – November : UN forces reclaim Seoul and invade North Korea .
October :",North Korea
416,"August 25 : Bertie the Brain , one of the first computer games, is released.
September – November : UN forces reclaim Seoul and invade North Korea .
October :",Seoul
417,"Alan Turing publishes the Turing test , one of the most influential yet controversial concepts in artificial intelligence research.
",Turing
418,"November 17 : Lhamo Dondrub assumes full political powers as the 14th Dalai Lama of Tibet .
",Tibet
419,"December 30 : Peoples' World Convention (PWC) at Palais Electoral, Geneva , Switzerland
Communist victory in the Landing Operation on Hainan Island ( March – May ) and Wanshan Archipelago Campaign end the Chinese Civil War ( May – August ).
",Communist
419,"December 30 : Peoples' World Convention (PWC) at Palais Electoral, Geneva , Switzerland
Communist victory in the Landing Operation on Hainan Island ( March – May ) and Wanshan Archipelago Campaign end the Chinese Civil War ( May – August ).
",Switzerland
419,"December 30 : Peoples' World Convention (PWC) at Palais Electoral, Geneva , Switzerland
Communist victory in the Landing Operation on Hainan Island ( March – May ) and Wanshan Archipelago Campaign end the Chinese Civil War ( May – August ).
",Geneva
419,"December 30 : Peoples' World Convention (PWC) at Palais Electoral, Geneva , Switzerland
Communist victory in the Landing Operation on Hainan Island ( March – May ) and Wanshan Archipelago Campaign end the Chinese Civil War ( May – August ).
",Hainan Island
420,"1951
July 1 : Colombo Plan , a regional organisation of 27 countries designed to strengthen economic and social development of member countries in the Asia-Pacific region, commences.
",Asia
421,"September 8 : The Treaty of San Francisco ends the Occupation of Japan and formally concludes hostilities between Japan and the US.
September 18 : Release date of the acclaimed science fiction film The Day the Earth Stood Still .
October 26 : Winston Churchill becomes Prime Minister of the United Kingdom.
",US
421,"September 8 : The Treaty of San Francisco ends the Occupation of Japan and formally concludes hostilities between Japan and the US.
September 18 : Release date of the acclaimed science fiction film The Day the Earth Stood Still .
October 26 : Winston Churchill becomes Prime Minister of the United Kingdom.
",the United Kingdom
421,"September 8 : The Treaty of San Francisco ends the Occupation of Japan and formally concludes hostilities between Japan and the US.
September 18 : Release date of the acclaimed science fiction film The Day the Earth Stood Still .
October 26 : Winston Churchill becomes Prime Minister of the United Kingdom.
",Japan
423,"May : Bonn–Paris conventions end allied occupation of West Germany.
",West Germany
423,"May : Bonn–Paris conventions end allied occupation of West Germany.
",Paris
423,"May : Bonn–Paris conventions end allied occupation of West Germany.
",Bonn
424,"May 2 : The first passenger jet flight route opens between London and Johannesburg.
",London
424,"May 2 : The first passenger jet flight route opens between London and Johannesburg.
",Johannesburg
426,"July 23 : Egyptian Revolution under Gamal Abdel Nasser overthrows King Farouk and ends British occupation.
",Egyptian
426,"July 23 : Egyptian Revolution under Gamal Abdel Nasser overthrows King Farouk and ends British occupation.
",British
427,"July 26 : Death of Eva Perón .
November 1 : The United States successfully detonates the first hydrogen bomb , codenamed "" Ivy Mike "", at Eniwetok Atoll in the Marshall Islands in the central Pacific Ocean, with a yield of 10.4 megatons.
",the Marshall Islands
